Make;Model;Vehicle Class;Engine Size(L);Cylinders;Transmission;Fuel Type;Fuel Consumption City (L/100 km);Fuel Consumption Hwy (L/100 km);Fuel Consumption Comb (L/100 km);Fuel Consumption Comb (mpg);CO2 Emissions(g/km)
CHEVROLET;SILVERADO 4WD;PICKUP TRUCK - STANDARD;04. Mar;6;A6;E;20;15. Jan;17. Aug;16;285
CHEVROLET;SILVERADO 4WD;PICKUP TRUCK - STANDARD;05. Mar;8;A6;X;14. Sep;10. Jun;13;22;299
CHEVROLET;SILVERADO 4WD;PICKUP TRUCK - STANDARD;05. Mar;8;A6;E;19. Sep;14. Feb;17. Mar;16;277
CHEVROLET;SILVERADO 4WD;PICKUP TRUCK - STANDARD;06. Feb;8;A6;Z;16. Apr;11. Jul;14. Mar;20;329
CHEVROLET;SONIC;COMPACT;01. Apr;4;AS6;X;09. Jan;06. Jul;8;35;184
CHEVROLET;SONIC;COMPACT;01. Apr;4;M6;X;08. May;06. Feb;07. May;38;173
CHEVROLET;SONIC;COMPACT;01. Aug;4;AS6;X;09. Jun;06. Jun;08. Mar;34;191
CHEVROLET;SONIC;COMPACT;01. Aug;4;M5;X;08. Sep;06. Jul;07. Sep;36;182
CHEVROLET;SONIC RS;COMPACT;01. Apr;4;AS6;X;09. Apr;7;08. Mar;34;191
CHEVROLET;SONIC RS;COMPACT;01. Apr;4;M6;X;08. Aug;7;8;35;184
CHEVROLET;SONIC 5;MID-SIZE;01. Apr;4;AS6;X;09. Jan;06. Jul;8;35;184
CHEVROLET;SONIC 5;MID-SIZE;01. Apr;4;M6;X;08. May;06. Feb;07. May;38;172
CHEVROLET;SONIC 5;MID-SIZE;01. Aug;4;AS6;X;09. Jun;06. Jun;08. Mar;34;191
CHEVROLET;SONIC 5;MID-SIZE;01. Aug;4;M5;X;08. Sep;06. Jul;07. Sep;36;182
CHEVROLET;SONIC 5 RS;MID-SIZE;01. Apr;4;AS6;X;09. Apr;7;08. Mar;34;191
CHEVROLET;SONIC 5 RS;MID-SIZE;01. Apr;4;M6;X;08. Aug;7;8;35;184
CHEVROLET;SPARK;SUBCOMPACT;01. Feb;4;AV;X;07. Jul;6;06. Sep;41;159
CHEVROLET;SPARK;SUBCOMPACT;01. Feb;4;M5;X;07. Jun;6;06. Sep;41;159
CHEVROLET;SUBURBAN;SUV - STANDARD;05. Mar;8;A6;X;16;11. Jan;13. Aug;20;317
CHEVROLET;SUBURBAN;SUV - STANDARD;05. Mar;8;A6;E;21. May;14. Jun;18. Apr;15;294
CHEVROLET;SUBURBAN 4WD;SUV - STANDARD;05. Mar;8;A6;X;16;11. Jan;13. Aug;20;317
CHEVROLET;SUBURBAN 4WD;SUV - STANDARD;05. Mar;8;A6;E;21. May;14. Jun;18. Apr;15;294
CHEVROLET;TAHOE;SUV - STANDARD;05. Mar;8;A6;X;16;11. Jan;13. Aug;20;317
CHEVROLET;TAHOE;SUV - STANDARD;05. Mar;8;A6;E;21. May;14. Jun;18. Apr;15;294
CHEVROLET;TAHOE 4WD;SUV - STANDARD;05. Mar;8;A6;X;16;11. Jan;13. Aug;20;317
CHEVROLET;TAHOE 4WD;SUV - STANDARD;05. Mar;8;A6;E;21. May;14. Jun;18. Apr;15;294
CHEVROLET;TRAVERSE;SUV - STANDARD;03. Jun;6;A6;X;14. Mar;09. Sep;12. Mar;23;283
CHEVROLET;TRAVERSE AWD;SUV - STANDARD;03. Jun;6;A6;X;14. Jun;10. Feb;12. Jun;22;290
CHEVROLET;TRAX;SUV - SMALL;01. Apr;4;AS6;X;09. Apr;07. Jan;08. Apr;34;193
CHEVROLET;TRAX;SUV - SMALL;01. Apr;4;M6;X;09. Jan;06. Aug;08. Jan;35;186
CHEVROLET;TRAX AWD;SUV - SMALL;01. Apr;4;AS6;X;10;07. Aug;9;31;207
CHRYSLER;300;FULL-SIZE;03. Jun;6;A8;X;12. Apr;07. Jul;10. Mar;27;237
CHRYSLER;200 CONVERTIBLE;COMPACT;02. Apr;4;A4;X;11. Jul;08. Feb;10. Jan;28;232
CHRYSLER;200 CONVERTIBLE;COMPACT;02. Apr;4;A6;X;12. Sep;08. Jan;10. Jul;26;246
CHRYSLER;200 CONVERTIBLE FFV;COMPACT;03. Jun;6;A6;X;12. May;08. Jan;10. May;27;242
CHRYSLER;200 CONVERTIBLE FFV;COMPACT;03. Jun;6;A6;E;17;11. Feb;14. Apr;20;230
CHRYSLER;200 SEDAN;MID-SIZE;02. Apr;4;A4;X;11. Feb;8;09. Aug;29;225
CHRYSLER;200 SEDAN;MID-SIZE;02. Apr;4;A6;X;12;07. Jun;10;28;230
CHRYSLER;200 SEDAN FFV;MID-SIZE;03. Jun;6;A6;X;12. May;08. Jan;10. May;27;242
CHRYSLER;200 SEDAN FFV;MID-SIZE;03. Jun;6;A6;E;17;11. Feb;14. Apr;20;230
CHRYSLER;300 (MDS);FULL-SIZE;05. Jul;8;A5;X;15. Aug;09. Feb;12. Aug;22;294
CHRYSLER;300 AWD;FULL-SIZE;03. Jun;6;A8;X;12. Aug;08. Jun;10. Sep;26;251
CHRYSLER;300 AWD (MDS);FULL-SIZE;05. Jul;8;A5;X;16. Jan;10;13. Apr;21;308
CHRYSLER;300 AWD FFV;FULL-SIZE;03. Jun;6;A8;X;12. Aug;08. Jun;10. Sep;26;251
CHRYSLER;300 AWD FFV;FULL-SIZE;03. Jun;6;A8;E;17. Mar;11. Jul;14. Aug;19;237
CHRYSLER;300 FFV;FULL-SIZE;03. Jun;6;A8;X;12. Apr;07. Jul;10. Mar;27;237
CHRYSLER;300 FFV;FULL-SIZE;03. Jun;6;A8;E;16. Aug;10. Mar;13. Sep;20;222
CHRYSLER;300 SRT (MDS);FULL-SIZE;06. Apr;8;A5;Z;16. Jul;10. Mar;13. Aug;20;317
CHRYSLER;TOWN & COUNTRY FFV;MINIVAN;03. Jun;6;A6;X;14. Jan;09. May;12;24;276
CHRYSLER;TOWN & COUNTRY FFV;MINIVAN;03. Jun;6;A6;E;19. Jul;13. Mar;16. Aug;17;269
DODGE;AVENGER;MID-SIZE;02. Apr;4;A4;X;11. Feb;8;09. Aug;29;225
DODGE;AVENGER;MID-SIZE;02. Apr;;A6;X;12;07. Jun;10;28;230
DODGE;AVENGER FFV;MID-SIZE;;6;A6;X;12. May;08. Jan;10. May;27;242
DODGE;AVENGER FFV;MID-SIZE;;6;A6;E;17;11. Feb;14. Apr;20;230
DODGE;CHALLENGER;MID-SIZE;;6;A5;X;13. Feb;08. Jul;11. Feb;25;258
DODGE;CHALLENGER;MID-SIZE;05. Jul;8;M6;X;15. Jun;10;13. Jan;22;301
DODGE;CHALLENGER (MDS);MID-SIZE;05. Jul;8;A5;X;15. Aug;09. Feb;12. Aug;22;294
DODGE;CHALLENGER SRT;MID-SIZE;06. Apr;8;M6;Z;16. Aug;10. Apr;13. Sep;20;320
DODGE;CHALLENGER SRT (MDS);MID-SIZE;06. Apr;8;A5;Z;16. Jul;10. Mar;13. Aug;20;317
DODGE;CHARGER;FULL-SIZE;03. Jun;6;A5;X;13. Feb;08. Jul;11. Feb;25;258
DODGE;CHARGER;FULL-SIZE;03. Jun;6;A8;X;12. Apr;07. Jul;10. Mar;27;237
DODGE;CHARGER (MDS);FULL-SIZE;05. Jul;8;A5;X;15. Aug;09. Feb;12. Aug;22;294
DODGE;CHARGER AWD;FULL-SIZE;03. Jun;6;A8;X;12. Aug;08. Jun;10. Sep;26;251
DODGE;CHARGER AWD (MDS);FULL-SIZE;05. Jul;8;A5;X;16. Jan;10;13. Apr;21;308
DODGE;CHARGER AWD FFV;FULL-SIZE;03. Jun;6;A8;X;12. Aug;08. Jun;10. Sep;26;251
DODGE;CHARGER AWD FFV;FULL-SIZE;03. Jun;6;A8;E;17. Mar;11. Jul;14. Aug;19;237
DODGE;CHARGER FFV;FULL-SIZE;03. Jun;6;A5;X;13. Feb;08. Jul;11. Feb;25;258
DODGE;CHARGER FFV;FULL-SIZE;03. Jun;6;A5;E;18. Mar;12. Jun;15. Jul;18;251
DODGE;CHARGER FFV;FULL-SIZE;03. Jun;6;A8;X;12. Mar;07. Jun;10. Feb;28;235
DODGE;CHARGER FFV;FULL-SIZE;03. Jun;6;A8;E;16. Aug;10. Mar;13. Sep;20;222
DODGE;CHARGER SRT (MDS);FULL-SIZE;06. Apr;8;A5;Z;16. Jul;10. Mar;13. Aug;20;317
DODGE;DART;MID-SIZE;2;4;M6;X;09. Apr;06. May;08. Jan;35;186
DODGE;DART;MID-SIZE;02. Apr;4;A6;X;10. Jan;06. Aug;08. Jun;33;198
DODGE;DART;MID-SIZE;02. Apr;4;M6;X;10. May;06. Jul;08. Aug;32;202
DODGE;DART FFV;MID-SIZE;2;4;A6;X;09. Sep;7;08. Jun;33;198
DODGE;DART FFV;MID-SIZE;2;4;A6;E;14. Feb;09. Aug;12. Feb;23;195
DODGE;DART GT;MID-SIZE;02. Apr;4;A6;X;10. Jun;07. May;09. Feb;31;212
DODGE;DART GT;MID-SIZE;02. Apr;4;M6;X;10. Feb;7;08. Aug;32;202
DODGE;DART TURBO AERO;MID-SIZE;01. Apr;4;AM6;X;08. Apr;05. Sep;07. Mar;39;168
DODGE;DART TURBO AERO;MID-SIZE;01. Apr;4;M6;X;08. May;05. Aug;07. Mar;39;168
DODGE;DURANGO AWD (MDS);SUV - STANDARD;05. Jul;8;A8;X;17. Mar;10. Aug;14. Apr;20;331
DODGE;DURANGO AWD FFV;SUV - STANDARD;03. Jun;6;A8;X;13. Sep;09. Aug;12. Jan;23;278
DODGE;DURANGO AWD FFV;SUV - STANDARD;03. Jun;6;A8;E;17. Jul;13;15. Jun;18;250
DODGE;GRAND CARAVAN FFV;MINIVAN;03. Jun;6;A6;X;13. Jul;09. Apr;11. Aug;24;271
DODGE;GRAND CARAVAN FFV;MINIVAN;03. Jun;6;A6;E;19. Feb;13. Jan;16. May;17;264
DODGE;JOURNEY;SUV - SMALL;02. Apr;4;A4;X;12. Jul;09. Jan;11. Jan;25;255
DODGE;JOURNEY AWD;SUV - SMALL;03. Jun;6;A6;X;14. May;09. Sep;12. Apr;23;285
DODGE;JOURNEY FFV;SUV - SMALL;03. Jun;6;A6;X;14. Feb;09. Apr;12;24;276
DODGE;JOURNEY FFV;SUV - SMALL;03. Jun;6;A6;E;18. Sep;12. Sep;16. Feb;17;259
FIAT;500 ABARTH CABRIO;MINICOMPACT;01. Apr;4;M5;X;08. May;06. Sep;07. Aug;36;179
FIAT;500 ABARTH HATCHBACK;MINICOMPACT;01. Apr;4;M5;X;08. May;06. Sep;07. Aug;36;179
FIAT;500 CABRIO;MINICOMPACT;01. Apr;4;A6;X;08. Jul;06. Sep;07. Sep;36;182
FIAT;500 CABRIO;MINICOMPACT;01. Apr;4;M5;X;07. Sep;06. Mar;07. Feb;39;166
FIAT;500 CABRIO TURBO;MINICOMPACT;01. Apr;4;M5;X;08. May;06. Sep;07. Aug;36;179
FIAT;500 HATCHBACK;MINICOMPACT;01. Apr;4;A6;X;08. Jul;06. Sep;07. Sep;36;182
FIAT;500 HATCHBACK;MINICOMPACT;01. Apr;4;M5;X;07. Jun;05. Sep;06. Aug;42;156
FIAT;500 HATCHBACK TURBO;MINICOMPACT;01. Apr;4;M5;X;08. May;06. Sep;07. Aug;36;179
FIAT;500L TURBO;STATION WAGON - SMALL;01. Apr;4;AM6;X;10;07. Feb;08. Jul;32;200
FIAT;500L TURBO;STATION WAGON - SMALL;01. Apr;4;M6;X;09. Mar;07. Feb;08. Apr;34;193
FORD;C-MAX HYBRID;FULL-SIZE;2;4;AV;X;05. Jun;06. Apr;6;47;138
FORD;E150 VAN FFV;VAN - CARGO;04. Jun;8;A4;X;17. Jul;14. Apr;16. Feb;17;373
FORD;E150 VAN FFV;VAN - CARGO;04. Jun;8;A4;E;24. Jan;19. Feb;21. Sep;13;350
FORD;E150 VAN FFV;VAN - CARGO;05. Apr;8;A4;X;19. Mar;14. Jul;17. Feb;16;396
FORD;E150 VAN FFV;VAN - CARGO;05. Apr;8;A4;E;24. Sep;19. Jun;22. May;13;360
FORD;E150 WAGON FFV;VAN - PASSENGER;04. Jun;8;A4;X;18. Jun;14. Jun;16. Aug;17;386
FORD;E150 WAGON FFV;VAN - PASSENGER;04. Jun;8;A4;E;25. May;20;23;12;368
FORD;E350 WAGON;VAN - PASSENGER;06. Aug;10;A5;X;23. Sep;17. Aug;21. Feb;13;488
FORD;E350 WAGON FFV;VAN - PASSENGER;05. Apr;8;A4;X;20. Jun;15. May;18. Mar;15;421
FORD;E350 WAGON FFV;VAN - PASSENGER;05. Apr;8;A4;E;26. Jul;20. May;23. Sep;12;382
FORD;EDGE;SUV - SMALL;2;4;A6;X;11. Mar;07. Sep;09. Aug;29;225
FORD;EDGE;SUV - SMALL;03. May;6;AS6;X;12. Jun;08. Jul;10. Aug;26;248
FORD;EDGE AWD;SUV - SMALL;03. May;6;AS6;X;13. Mar;09. Mar;11. May;25;264
FORD;EDGE AWD;SUV - SMALL;03. Jul;6;AS6;X;13. Jul;10. Apr;12. Feb;23;281
FORD;ESCAPE;SUV - SMALL;01. Jun;4;AS6;X;10. Apr;07. Apr;09. Jan;31;209
FORD;ESCAPE;SUV - SMALL;2;4;AS6;X;10. Sep;8;09. Jun;29;221
FORD;ESCAPE;SUV - SMALL;02. May;4;AS6;X;10. Sep;07. May;09. Apr;30;216
FORD;ESCAPE AWD;SUV - SMALL;01. Jun;4;AS6;X;10. May;07. Sep;09. Mar;30;214
FORD;ESCAPE AWD;SUV - SMALL;2;4;AS6;X;11. Feb;08. May;10;28;230
FORD;EXPEDITION 4X4 FFV;SUV - STANDARD;05. Apr;8;A6;X;18. Feb;13. Mar;16;18;368
FORD;EXPEDITION 4X4 FFV;SUV - STANDARD;05. Apr;8;A6;E;24. May;18;21. Jun;13;346
FORD;EXPLORER;SUV - STANDARD;2;4;A6;X;11. Aug;08. Mar;10. Feb;28;235
FORD;EXPLORER AWD;SUV - STANDARD;03. May;6;AS6;X;14. Aug;10. Jul;13;22;299
FORD;EXPLORER FFV;SUV - STANDARD;03. May;6;AS6;X;13. Jul;09. Jul;11. Sep;24;274
FORD;EXPLORER FFV;SUV - STANDARD;03. May;6;AS6;E;18. Mar;12. Sep;15. Sep;18;254
FORD;EXPLORER FFV AWD;SUV - STANDARD;03. May;6;AS6;X;14. Mar;10. Mar;12. May;23;288
FORD;EXPLORER FFV AWD;SUV - STANDARD;03. May;6;AS6;E;18. Sep;13. Sep;16. Jul;17;267
FORD;F-150;PICKUP TRUCK - STANDARD;03. May;6;A6;X;14. May;10. Jun;12. Jul;22;292
FORD;F-150;PICKUP TRUCK - STANDARD;03. May;6;AS6;X;14. Jun;10. Jun;12. Aug;22;294
FORD;F-150;PICKUP TRUCK - STANDARD;06. Feb;8;AS6;X;18. Mar;12. Sep;15. Sep;18;366
FORD;F-150 4X4;PICKUP TRUCK - STANDARD;03. May;6;A6;X;15. Sep;11. Mar;13. Aug;20;317
FORD;F-150 4X4;PICKUP TRUCK - STANDARD;03. May;6;AS6;X;15. Apr;11;13. Apr;21;308
FORD;F-150 4X4;PICKUP TRUCK - STANDARD;06. Feb;8;AS6;X;20. Jan;14. Apr;17. May;16;402
FORD;F-150 FFV;PICKUP TRUCK - STANDARD;03. Jul;6;A6;X;14;10. Mar;12. Mar;23;283
FORD;F-150 FFV;PICKUP TRUCK - STANDARD;03. Jul;6;A6;E;18. Aug;13. Jul;16. May;17;264
FORD;F-150 FFV;PICKUP TRUCK - STANDARD;03. Jul;6;AS6;X;14;10. Mar;12. Mar;23;283
FORD;F-150 FFV;PICKUP TRUCK - STANDARD;03. Jul;6;AS6;E;18. Aug;13. Jul;16. May;17;264
FORD;F-150 FFV;PICKUP TRUCK - STANDARD;5;8;A6;X;16. Apr;12. Mar;14. Jun;19;336
FORD;F-150 FFV;PICKUP TRUCK - STANDARD;5;8;A6;E;22. Jan;16. Jul;19. Jul;14;315
FORD;F-150 FFV;PICKUP TRUCK - STANDARD;5;8;AS6;X;16. Apr;12. Mar;14. Jun;19;336
FORD;F-150 FFV;PICKUP TRUCK - STANDARD;5;8;AS6;E;22. Jan;16. Jul;19. Jul;14;315
FORD;F-150 FFV 4X4;PICKUP TRUCK - STANDARD;03. Jul;6;A6;X;15;11. Apr;13. Apr;21;308
FORD;F-150 FFV 4X4;PICKUP TRUCK - STANDARD;03. Jul;6;A6;E;20. Feb;15. Mar;18;16;288
FORD;F-150 FFV 4X4;PICKUP TRUCK - STANDARD;03. Jul;6;AS6;X;15;11. Apr;13. Apr;21;308
FORD;F-150 FFV 4X4;PICKUP TRUCK - STANDARD;03. Jul;6;AS6;E;20. Feb;15. Mar;18;16;288
FORD;F-150 FFV 4X4;PICKUP TRUCK - STANDARD;5;8;A6;X;16. Aug;12. Jun;14. Sep;19;343
FORD;F-150 FFV 4X4;PICKUP TRUCK - STANDARD;5;8;A6;E;22. Apr;17;20;14;320
FORD;F-150 FFV 4X4;PICKUP TRUCK - STANDARD;5;8;AS6;X;16. Jul;12. May;14. Aug;19;340
FORD;F-150 FFV 4X4;PICKUP TRUCK - STANDARD;5;8;AS6;E;22. Apr;16. Sep;19. Sep;14;318
FORD;F-150 RAPTOR 4X4;PICKUP TRUCK - STANDARD;06. Feb;8;AS6;X;20. Apr;15;18;16;414
FORD;FIESTA;SUBCOMPACT;01. Jun;4;AS6;X;08. May;06. May;07. Jun;37;175
FORD;FIESTA;SUBCOMPACT;01. Jun;4;M5;X;08. Jun;06. Apr;07. Jun;37;175
FORD;FIESTA SFE;SUBCOMPACT;1;4;M5;X;07. May;05. May;06. Jun;43;152
FORD;FIESTA SFE;SUBCOMPACT;01. Jun;4;AS6;X;8;05. Aug;7;40;161
FORD;FIESTA ST;COMPACT;01. Jun;4;M6;X;08. Sep;06. Aug;8;35;184
FORD;FLEX;SUV - STANDARD;03. May;6;AS6;X;13. Feb;09. Apr;11. May;25;264
FORD;FLEX AWD;SUV - STANDARD;03. May;6;AS6;X;13. Jul;10. Feb;12. Jan;23;278
FORD;FLEX AWD (EcoBoost);SUV - STANDARD;03. May;6;AS6;X;14. Aug;10. Apr;12. Aug;22;294
FORD;FOCUS;COMPACT;2;4;M6;X;10. Feb;07. Apr;08. Sep;32;205
FORD;FOCUS FFV;COMPACT;2;4;A6;X;08. Aug;06. Apr;07. Jul;37;177
FORD;FOCUS FFV;COMPACT;2;4;A6;E;11. Jul;08. May;10. Mar;27;165
FORD;FOCUS FFV;COMPACT;2;4;AS6;X;08. Sep;06. Apr;07. Aug;36;179
FORD;FOCUS FFV;COMPACT;2;4;AS6;E;11. Jul;08. May;10. Mar;27;165
FORD;FOCUS FFV;COMPACT;2;4;M5;X;09. Jan;06. Jun;8;35;184
FORD;FOCUS FFV;COMPACT;2;4;M5;E;11. Sep;08. Sep;10. Jun;27;170
FORD;FOCUS SFE FFV;COMPACT;2;4;A6;X;08. Apr;05. Aug;07. Feb;39;166
FORD;FOCUS SFE FFV;COMPACT;2;4;A6;E;11. Jun;08. Mar;10. Jan;28;162
FORD;FUSION;MID-SIZE;01. May;4;AS6;X;10. Jan;06. Jun;08. May;33;196
FORD;FUSION;MID-SIZE;01. Jun;4;M6;X;09. Apr;06. Apr;08. Jan;35;186
FORD;FUSION;MID-SIZE;2;4;AS6;X;10. May;07. Jan;9;31;207
FORD;FUSION;MID-SIZE;02. May;4;AS6;X;10. May;7;08. Sep;32;205
FORD;FUSION (Start/Stop);MID-SIZE;01. May;4;AS6;X;09. May;06. Mar;08. Jan;35;186
FORD;FUSION AWD;MID-SIZE;2;4;AS6;X;10. Sep;07. May;09. Apr;30;216
FORD;FUSION HYBRID;MID-SIZE;2;4;AV;X;05. Mar;05. Jul;05. May;51;126
FORD;MUSTANG;SUBCOMPACT;03. Jul;6;A6;X;12. Jan;07. Aug;10. Feb;28;235
FORD;MUSTANG;SUBCOMPACT;03. Jul;6;M6;X;12. Jul;08. Jan;10. Jun;27;244
FORD;MUSTANG;SUBCOMPACT;5;8;A6;X;13. Mar;09. Mar;11. May;25;264
FORD;MUSTANG;SUBCOMPACT;5;8;M6;X;15. Apr;09. Apr;12. Jul;22;292
FORD;MUSTANG;SUBCOMPACT;05. Aug;8;M6;Z;15. Sep;09. Sep;13. Feb;21;304
FORD;MUSTANG CONVERTIBLE;SUBCOMPACT;03. Jul;6;A6;X;12. May;08. Feb;10. Jun;27;244
FORD;TAURUS;FULL-SIZE;2;4;AS6;X;10. May;07. Mar;09. Jan;31;209
FORD;TAURUS AWD;FULL-SIZE;03. May;6;AS6;X;13. Jul;09. Apr;11. Aug;24;271
FORD;TAURUS FFV;FULL-SIZE;03. May;6;AS6;X;12. Jan;08. Jan;10. Mar;27;237
FORD;TAURUS FFV;FULL-SIZE;03. May;6;AS6;E;17;11. Jan;14. Mar;20;229
FORD;TAURUS FFV AWD;FULL-SIZE;03. May;6;AS6;X;13;09. Jan;11. Feb;25;258
FORD;TAURUS FFV AWD;FULL-SIZE;03. May;6;AS6;E;18. Apr;12. May;15. Jul;18;251
FORD;TRANSIT CONNECT;SPECIAL PURPOSE VEHICLE;01. Jun;4;AS6;X;10. Aug;8;09. May;30;218
FORD;TRANSIT CONNECT;SPECIAL PURPOSE VEHICLE;02. May;4;AS6;X;11. Mar;08. Feb;09. Sep;29;228
FORD;TRANSIT CONNECT TAXI;SPECIAL PURPOSE VEHICLE;01. Jun;4;AS6;X;11. May;08. Mar;10. Jan;28;232
FORD;TRANSIT CONNECT WAGON;SPECIAL PURPOSE VEHICLE;02. May;4;AS6;X;11. Sep;08. May;10. Apr;27;239
GMC;ACADIA;SUV - STANDARD;03. Jun;6;A6;X;14. Mar;09. Sep;12. Mar;23;283
GMC;ACADIA AWD;SUV - STANDARD;03. Jun;6;A6;X;14. Sep;10. Apr;12. Sep;22;297
GMC;SAVANA 1500 CARGO;VAN - CARGO;04. Mar;6;A4;X;17. Jan;12. Jul;15. Jan;19;347
GMC;SAVANA 1500 CARGO;VAN - CARGO;05. Mar;8;A4;X;18;13. Apr;15. Sep;18;366
GMC;SAVANA 1500 CARGO;VAN - CARGO;05. Mar;8;A4;E;23. May;17. Jul;20. Sep;14;334
GMC;SAVANA 1500 CARGO AWD;VAN - CARGO;05. Mar;8;A4;X;18. Mar;14. Feb;16. May;17;380
GMC;SAVANA 1500 CARGO AWD;VAN - CARGO;05. Mar;8;A4;E;23. Jul;18. Aug;21. May;13;344
GMC;SAVANA 1500 CARGO CONV;VAN - CARGO;05. Mar;8;A4;X;18. Jun;13. Sep;16. May;17;380
GMC;SAVANA 1500 CARGO CONV;VAN - CARGO;05. Mar;8;A4;E;23. Sep;18. May;21. May;13;344
GMC;SAVANA 1500 CARGO CONV AWD;VAN - CARGO;05. Mar;8;A4;X;18. Mar;14. Feb;16. May;17;380
GMC;SAVANA 1500 CARGO CONV AWD;VAN - CARGO;05. Mar;8;A4;E;25. Mar;19. Mar;22. Jun;12;362
GMC;SAVANA 1500 PASSENGER;VAN - PASSENGER;05. Mar;8;A4;X;18. Jun;13. Sep;16. May;17;380
GMC;SAVANA 1500 PASSENGER;VAN - PASSENGER;05. Mar;8;A4;E;23. Sep;18. May;21. May;13;344
GMC;SAVANA 1500 PASSENGER AWD;VAN - PASSENGER;05. Mar;8;A4;X;18. Mar;14. Feb;16. May;17;380
GMC;SAVANA 1500 PASSENGER AWD;VAN - PASSENGER;05. Mar;8;A4;E;25. Mar;19. Mar;22. Jun;12;362
GMC;SAVANA 2500 PASSENGER;VAN - PASSENGER;04. Aug;8;A6;X;21. Jan;14. Feb;18;16;414
GMC;SAVANA 2500 PASSENGER;VAN - PASSENGER;6;8;A6;X;21. Sep;15;18. Aug;15;432
GMC;SAVANA 2500 PASSENGER;VAN - PASSENGER;6;8;A6;E;30;20. Apr;25. Jul;11;411
GMC;SAVANA 3500 PASSENGER;VAN - PASSENGER;04. Aug;8;A6;X;21. Mar;14. Mar;18. Feb;16;419
GMC;SAVANA 3500 PASSENGER;VAN - PASSENGER;6;8;A6;X;22. Jan;15;18. Sep;15;435
GMC;SAVANA 3500 PASSENGER;VAN - PASSENGER;6;8;A6;E;30.2;20. May;25. Aug;11;413
GMC;SIERRA;PICKUP TRUCK - STANDARD;04. Mar;6;A6;X;13. Apr;09. Sep;11. Aug;24;271
GMC;SIERRA;PICKUP TRUCK - STANDARD;04. Mar;6;A6;E;18. Sep;14. Feb;16. Aug;17;269
GMC;SIERRA;PICKUP TRUCK - STANDARD;05. Mar;8;A6;X;14. Jun;10. Mar;12. Jul;22;292
GMC;SIERRA;PICKUP TRUCK - STANDARD;05. Mar;8;A6;E;19. May;13. Jul;16. Sep;17;270
GMC;SIERRA;PICKUP TRUCK - STANDARD;06. Feb;8;A6;Z;16. Mar;11. Apr;14. Jan;20;324
GMC;SIERRA 4WD;PICKUP TRUCK - STANDARD;04. Mar;6;A6;X;14. Feb;10. Jun;12. Jun;22;290
GMC;SIERRA 4WD;PICKUP TRUCK - STANDARD;04. Mar;6;A6;E;20;15. Jan;17. Aug;16;285
GMC;SIERRA 4WD;PICKUP TRUCK - STANDARD;05. Mar;8;A6;X;14. Sep;10. Jun;13;22;299
GMC;SIERRA 4WD;PICKUP TRUCK - STANDARD;05. Mar;8;A6;E;19. Sep;14. Feb;17. Mar;16;277
GMC;SIERRA 4WD;PICKUP TRUCK - STANDARD;06. Feb;8;A6;Z;16. Apr;11. Jul;14. Mar;20;329
GMC;TERRAIN;SUV - SMALL;02. Apr;4;A6;X;10. May;07. Mar;09. Jan;31;209
GMC;TERRAIN;SUV - SMALL;03. Jun;6;A6;X;13. Sep;09. Jun;12;24;276
GMC;TERRAIN;SUV - SMALL;03. Jun;6;A6;E;18. Aug;13. Jan;16. Feb;17;259
GMC;TERRAIN AWD;SUV - SMALL;02. Apr;4;A6;X;11. May;08. Feb;10;28;230
GMC;TERRAIN AWD;SUV - SMALL;03. Jun;6;A6;X;14. Aug;09. Sep;12. Jun;22;290
GMC;TERRAIN AWD;SUV - SMALL;03. Jun;6;A6;E;19. Aug;13. Jun;17;17;272
GMC;YUKON;SUV - STANDARD;05. Mar;8;A6;X;16;11. Jan;13. Aug;20;317
GMC;YUKON;SUV - STANDARD;05. Mar;8;A6;E;21. May;14. Jun;18. Apr;15;294
GMC;YUKON 4WD;SUV - STANDARD;05. Mar;8;A6;X;16;11. Jan;13. Aug;20;317
GMC;YUKON 4WD;SUV - STANDARD;05. Mar;8;A6;E;21. May;14. Jun;18. Apr;15;294
GMC;YUKON DENALI AWD;SUV - STANDARD;06. Feb;8;A6;Z;17;11. Aug;14. Jul;19;338
GMC;YUKON DENALI AWD;SUV - STANDARD;06. Feb;8;A6;E;23. Mar;16. Jan;20. Jan;14;322
GMC;YUKON DENALI XL AWD;SUV - STANDARD;06. Feb;8;A6;Z;18. Aug;13. Apr;16. Apr;17;377
GMC;YUKON DENALI XL AWD;SUV - STANDARD;06. Feb;8;A6;E;25. Jul;17. Aug;22. Jan;13;354
GMC;YUKON XL;SUV - STANDARD;05. Mar;8;A6;X;16;11. Jan;13. Aug;20;317
GMC;YUKON XL;SUV - STANDARD;05. Mar;8;A6;E;21. May;14. Jun;18. Apr;15;294
GMC;YUKON XL 4WD;SUV - STANDARD;05. Mar;8;A6;X;16;11. Jan;13. Aug;20;317
GMC;YUKON XL 4WD;SUV - STANDARD;05. Mar;8;A6;E;21. May;14. Jun;18. Apr;15;294
HONDA;ACCORD;MID-SIZE;02. Apr;4;AV;X;9;06. Jun;07. Sep;36;182
HONDA;ACCORD;MID-SIZE;02. Apr;4;AV7;X;09. Jan;06. Sep;08. Jan;35;186
HONDA;ACCORD;MID-SIZE;02. Apr;4;M6;X;10. Jan;06. Sep;08. Jul;32;200
